Firmware,SecureBoot,PartitionStyle,CPU Arch,TPM Active,TPM Version,Total Memory (in GB),CPU Info,Number of Cores,Number of Theads,MaxClock
UEFI,True,GPT,64 bits,TRUE,2.0,16,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4,4,2701
